Filename,TextGridLabel,NormalizedDuration,F1_midpoint,F2_midpoint,f0_midpoint,Vowel,Stress,Repetition,Word,Segment,Frame,Syllnum,Intensity
M1A53,u50,0.0365441114167867,448.6758335,989.6189779,105.9198873,u,N,1,kalakutu,O,2,four,75.68939849
M1A53,U60,0.07047491830757763,475.9890055,770.9353933,185.4181694,u,Y,1,kalakutu,O,2,four,77.64665467
M1A54,a0,0.03248466288384127,497.2337887,1394.798954,116.7911093,a,N,1,apetitus,O,1,four,74.61425281
M1A54,e10,0.050450739787472214,419.0625144,1596.80996,108.4666521,e,N,1,apetitus,O,1,four,76.76179198
M1A54,I20,0.04745816671401414,353.5581229,1352.42215,121.7213684,i,Y,1,apetitus,O,1,four,75.60930223
M1A54,u30,0.07630330246835253,410.5641888,1156.959664,102.6399518,u,N,1,apetitus,O,1,four,72.3878719
M1A54,a00,0.04474436364292421,533.7142433,1352.512568,120.8236512,a,N,1,apetitus,O,2,four,69.61066229
M1A54,e40,0.025515137853631797,331.8175192,1562.813579,NA,e,N,1,apetitus,O,2,four,71.62078376
M1A54,I50,0.07223214428773221,378.2193315,1374.113775,194.9574533,i,Y,1,apetitus,O,2,four,78.10164509
M1A54,u60,0.05913452093181471,420.3950998,1143.124389,110.4543667,u,N,1,apetitus,O,2,four,75.4183853
M1A55,e1,0.050542554542950674,408.8385344,1835.51945,109.6887217,e,N,1,remimu,R,1,three,77.56400154
M1A55,i2,0.03484457877564492,398.2797314,1384.662861,105.213119,i,N,1,remimu,R,1,three,75.60875227
M1A55,U3,0.07462557314580583,525.7308285,934.3707824,115.6397763,u,Y,1,remimu,R,1,three,77.3480855
M1A55,e4,0.08439880872148876,403.3522593,1817.408907,105.200172,e,N,1,remimu,R,2,three,79.38075629
M1A55,i5,0.0510640556882297,395.7931677,1297.987628,99.20890136,i,N,1,remimu,R,2,three,75.03679045
M1A55,U6,0.13443524450965294,208.4648534,768.3847035,187.6723865,u,Y,1,remimu,R,2,three,77.83585933
M1A56,i1,0.06636970012676989,273.0452295,1812.510412,105.8649349,i,N,1,ridikas,O,1,three,79.54433687
M1A56,I2,0.050026448606955,347.9730091,1884.596845,132.9424576,i,Y,1,ridikas,O,1,three,81.75340549
M1A56,a3,0.08076503438596803,496.8829115,1443.623478,NA,a,N,1,ridikas,O,1,three,67.24542462
M1A56,i4,0.0424988127130484,270.1864679,1596.848356,102.5115783,i,N,1,ridikas,O,2,three,74.47615398
M1A56,I5,0.06934270117173535,346.6612536,1827.185518,155.2232376,i,Y,1,ridikas,O,2,three,78.31997865
M1A56,a6,0.049484696335330876,461.8239572,1390.328758,101.5980419,a,N,1,ridikas,O,2,three,76.47290953
M1A58,y1,0.05180856686044449,259.4035267,2135.350715,106.2058793,y,N,1,mygtuku,O,1,three,70.86650044
M1A58,u2,0.04252998222680481,366.6510208,972.4880815,115.0630701,u,N,1,mygtuku,O,1,three,73.45055723
M1A58,U3,0.08104083587994315,441.8644559,868.998793,110.2214832,u,Y,1,mygtuku,O,1,three,78.8455333
M1A58,y4,0.06026647929824253,280.3165765,2121.231844,110.2443577,y,N,1,mygtuku,O,2,three,75.05701208
M1A58,u5,0.030038282196209833,377.788227,1136.172828,103.7257164,u,N,1,mygtuku,O,2,three,74.8218921
M1A58,U6,0.049716030595682796,390.8714097,905.1318982,159.1214539,u,Y,1,mygtuku,O,2,three,78.01759455
M1A59,a0,0.03192502845701346,551.4537735,1155.715361,114.8389048,a,N,1,apetitas,O,1,four,73.62916483
M1A59,e10,0.05047971022580889,400.7517497,1697.32403,112.9130474,e,N,1,apetitas,O,1,four,76.36927555
M1A59,I20,0.08105753763314792,346.7729071,1627.794988,153.0983058,i,Y,1,apetitas,O,1,four,78.58938349
M1A59,a30,0.09232009355690234,505.6611886,1353.747142,NA,a,N,1,apetitas,O,1,four,67.25407861
M1A59,a00,0.038788512791418,460.1378859,1224.547717,107.4624968,a,N,1,apetitas,O,2,four,74.60734489
M1A59,e40,0.033563061587719975,361.2463313,1523.007952,113.110992,e,N,1,apetitas,O,2,four,74.89262973
M1A59,I50,0.06284139811441541,368.5754436,1542.095131,127.9358955,i,Y,1,apetitas,O,2,four,79.25849293
M1A59,a60,0.05702098633783154,445.2169919,1220.880991,104.1197104,a,N,1,apetitas,O,2,four,76.49555797
M1A6,a0,0.039417251813385,501.5091991,1238.822564,112.4472539,a,N,1,palikimu,R,1,four,74.6870293
M1A6,i10,0.037681141294182596,358.2089006,1887.25754,111.7873055,i,N,1,palikimu,R,1,four,73.45939047
M1A6,i20,0.023306797706696976,368.4240199,1556.557557,113.4591355,i,N,1,palikimu,R,1,four,73.07580817
M1A6,U30,0.08207837131481961,619.1287717,908.4800328,124.7060082,u,Y,1,palikimu,R,1,four,77.56971479
M1A6,a00,0.04012680625022858,449.9675321,1235.137765,110.9797356,a,N,1,palikimu,R,2,four,73.07926284
M1A6,i40,0.03577966115098967,377.56683,1902.805619,101.2782594,i,N,1,palikimu,R,2,four,72.77934353
M1A6,i50,0.028061982151706966,428.6029919,1314.066426,102.4681308,i,N,1,palikimu,R,2,four,72.13745493
M1A6,U60,0.06117182180262658,409.0709319,807.8686976,143.8487916,u,Y,1,palikimu,R,2,four,75.40674773
M1A60,y1,0.06253519393804102,247.8806492,2136.682992,122.7286176,y,N,1,palikimu,R,1,three,76.86700638
M1A60,u2,0.06289206297434174,371.2168437,903.1005364,117.0746873,u,N,1,palikimu,R,1,three,78.69535439
M1A60,U3,0.13344128563334112,446.7126284,977.8656133,118.7273656,u,Y,1,palikimu,R,1,three,77.87739927
M1A60,y4,0.0485967210072377,322.3287026,1653.934057,124.5710398,y,N,1,palikimu,R,2,three,77.19459531
M1A60,u5,0.05466945512357598,433.0379412,878.7955936,108.3388634,u,N,1,palikimu,R,2,three,76.34240809
M1A60,U6,0.09509959767652665,511.8074466,930.3701173,121.9371188,u,Y,1,palikimu,R,2,three,78.12928445
M1A61,y1,0.08900122949912637,274.6652859,1962.597621,115.9202483,y,N,1,palikimu,R,1,three,77.01722258
M1A61,I2,0.06950353713705276,350.6709452,1674.487213,142.5413596,i,Y,1,palikimu,R,1,three,79.27215408
M1A61,o3,0.1325830425619923,395.3350652,861.2947727,97.65545094,o,N,1,palikimu,R,1,three,73.01820474
M1A61,y4,0.06700950824030213,257.531738,2189.469507,105.6146471,y,N,1,palikimu,R,2,three,77.18634882
M1A61,I5,0.044473956031582274,369.9755902,1597.867426,113.342421,i,Y,1,palikimu,R,2,three,77.61452265
M1A61,o6,0.06304005220376434,530.130675,816.1697292,97.58761524,o,N,1,palikimu,R,2,three,76.49302169
M1A62,a0,0.06570704807059098,477.839899,809.1558351,116.6981796,a,N,1,palikimu,R,1,four,74.41341158
M1A62,o10,0.07282175641945257,451.9995257,733.184069,127.6186685,o,N,1,palikimu,R,1,four,75.95878853
M1A62,u20,0.07278951570660785,393.3135744,841.1070581,134.3499107,u,N,1,palikimu,R,1,four,76.78994595
M1A62,U30,0.09857595787047317,431.5541203,906.2592792,128.3294622,u,Y,1,palikimu,R,1,four,78.31975827
M1A62,a00,0.05334913455829445,307.3557245,654.031479,106.6853278,a,N,1,palikimu,R,2,four,73.41310248
M1A62,o40,0.08041610194239861,428.8429227,759.2300045,108.4287551,o,N,1,palikimu,R,2,four,74.97169871
M1A62,u50,0.04760534980474035,369.6460393,905.5919523,125.9259519,u,N,1,palikimu,R,2,four,77.53138786
M1A62,U60,0.10136081556338745,430.6095864,873.3161118,121.028479,u,Y,1,palikimu,R,2,four,78.05617167
M1A63,u1,0.038819446376297063,402.3187409,813.7449932,120.2653936,u,N,1,palikimu,R,1,three,74.51861999
M1A63,i2,0.054053872699406105,359.7074548,1619.142326,120.8309563,i,N,1,palikimu,R,1,three,75.99624381
M1A63,U3,0.08758080382317653,439.9993938,1139.526788,111.5791901,u,Y,1,palikimu,R,1,three,78.24597172
M1A63,u4,0.039043182872551485,389.9943879,899.4829557,108.2968609,u,N,1,palikimu,R,2,three,78.15010366
M1A63,i5,0.056907382411661454,386.8142274,1941.819241,106.3988634,i,N,1,palikimu,R,2,three,77.83658927
M1A63,U6,0.09312367949164828,406.3912225,1157.290662,123.5158307,u,Y,1,palikimu,R,2,three,79.49744639
M1A65,a0,0.04609813757164153,437.1564849,771.1279618,110.0147524,a,N,1,palikimu,R,1,four,74.90326517
M1A65,o10,0.07022373438582481,398.4359643,753.433669,112.099895,o,N,1,palikimu,R,1,four,75.37628411
M1A65,U20,0.06658553993863771,412.4866375,902.1201957,116.0521522,u,Y,1,palikimu,R,1,four,77.67510256
M1A65,o30,0.07842935237761743,431.3763846,712.1870778,NA,o,N,1,palikimu,R,1,four,68.40542427
M1A65,a00,0.053438941948142984,190.1214401,719.3883901,104.8253328,a,N,1,palikimu,R,2,four,73.83958771
M1A65,o40,0.06853059433334144,415.2612804,725.6564338,102.7502396,o,N,1,palikimu,R,2,four,73.23281817
M1A65,U50,0.06900134141359768,396.0144068,758.0360056,190.8475128,u,Y,1,palikimu,R,2,four,78.5572733
M1A65,o60,0.103412342815885,521.9365819,853.7724526,99.77340194,o,N,1,palikimu,R,2,four,75.92538106
M1A66,a1,0.03293007439870465,464.8990964,1253.119761,112.3813892,a,N,1,palikimu,R,1,three,74.59079569
M1A66,u2,0.05378830792568107,506.8817549,1336.9170570000001,111.8452489,u,N,1,palikimu,R,1,three,72.5184385
M1A66,U3,0.07847366363905933,471.3652486,908.058299,NA,u,Y,1,palikimu,R,1,three,77.28110477
M1A66,a4,0.04994323289191991,473.8962692,1185.536159,110.051204,a,N,1,palikimu,R,2,three,76.6741601
M1A66,u5,0.051140276315768535,448.2202566,1844.084238,107.9685643,u,N,1,palikimu,R,2,three,74.4467565
M1A66,U6,0.13464484102384766,426.0708914,1100.940859,121.0820868,u,Y,1,palikimu,R,2,three,78.79063013
M1A67,a1,0.05437959871943699,469.4809584,1097.946026,107.0912873,a,N,1,palikimu,R,1,three,74.1753288
M1A67,U2,0.04376615268953686,573.3974701,1407.060955,170.1265606,u,Y,1,palikimu,R,1,three,76.56811251
M1A67,o3,0.09724140655880045,564.6946036,905.2063181,86.45672801,o,N,1,palikimu,R,1,three,76.65494027
M1A67,a4,0.0623258937376477,471.5733052,1043.218838,103.211951,a,N,1,palikimu,R,2,three,73.59429735
M1A67,U5,0.06899659038714741,529.9737336,1436.7138420000001,124.7051218,u,Y,1,palikimu,R,2,three,78.94706793
M1A67,o6,0.11027842782216317,466.1994645,945.4479844,92.43675859,o,N,1,palikimu,R,2,three,75.70997242
M1A68,y1,0.05051029664692951,283.9917526,2100.197685,112.1321795,y,N,1,palikimu,R,1,three,73.41598772
M1A68,U2,0.05910245710481224,423.1939105,1157.613375,158.3663041,u,Y,1,palikimu,R,1,three,75.86005925
M1A68,a3,0.09646588252488214,413.8965659,1317.630668,92.79732217,a,N,1,palikimu,R,1,three,71.6493586
M1A68,y4,0.04494854517295196,287.2850399,2049.673222,106.230032,y,N,1,palikimu,R,2,three,73.44848927
M1A68,U5,0.04958320978698781,554.0026817,1456.462729,159.8027313,u,Y,1,palikimu,R,2,three,77.09743191
M1A68,a6,0.054646495758556436,488.9014159,1396.442238,109.2860243,a,N,1,palikimu,R,2,three,75.62927044
M1A69,i1,0.045708693105467484,293.4450889,1794.345991,105.7257564,i,N,1,palikimu,R,1,three,78.24580595
M1A69,i2,0.039147825969550264,375.1360034,1758.041777,100.4492542,i,N,1,palikimu,R,1,three,77.24149813
M1A69,U3,0.07180799239292524,442.1122824,1005.433406,126.8407501,u,Y,1,palikimu,R,1,three,80.094913
M1A69,i4,0.06415890800631201,301.9022655,1667.563141,99.6365855,i,N,1,palikimu,R,2,three,74.77888357
M1A69,i5,0.054840777671977675,345.3083382,1664.49171,95.19107566,i,N,1,palikimu,R,2,three,74.75578364
M1A69,U6,0.05241850565105899,379.6434106,915.368131,125.4305084,u,Y,1,palikimu,R,2,three,71.57779394
M1A70,y1,0.10412973035244345,276.8534654,2178.272919,111.0579214,y,N,1,palikimu,R,1,three,73.97679302
M1A70,U2,0.08996393052584968,455.9962249,805.5838753,147.5828504,u,Y,1,palikimu,R,1,three,76.27643223
M1A70,a3,0.13914919960477407,467.112854,1207.436166,NA,a,N,1,palikimu,R,1,three,61.30347365
M1A70,y4,0.06005224533929126,311.3711164,1629.747677,114.110609,y,N,1,palikimu,R,2,three,71.28149978
M1A70,U5,0.05939326402575205,440.725158,881.3688792,125.2844583,u,Y,1,palikimu,R,2,three,71.77353012
M1A70,a6,0.06604991118220438,555.5015069,964.224727,93.70045385,a,N,1,palikimu,R,2,three,68.59140728
M1A72,y1,0.08282668238599512,251.4812407,2088.792343,110.6449342,y,N,1,palikimu,R,1,three,70.87856196
M1A72,i2,0.059508714574883825,353.5586533,1504.002834,110.9261703,i,N,1,palikimu,R,1,three,70.61941826
M1A72,U3,0.09951772834689519,532.3576902,724.0324886,95.52702866,u,Y,1,palikimu,R,1,three,70.04994877
M1A72,y4,0.0641172113361698,295.6530197,2069.327542,108.3819377,y,N,1,palikimu,R,2,three,69.37229529
M1A72,i5,0.0543122431126612,367.8555765,1716.225707,100.3860182,i,N,1,palikimu,R,2,three,68.20715068
M1A72,U6,0.12340068678798764,364.3338753,703.3714313,185.9221421,u,Y,1,palikimu,R,2,three,72.36704906
M1A73,a1,0.035911339157677594,476.7053305,1293.056339,117.1819684,a,N,1,palikimu,R,1,three,71.12467125
M1A73,U2,0.051129565567849186,388.3497662,991.5355827,127.555239,u,Y,1,palikimu,R,1,three,74.2930288
M1A73,a3,0.07028044594465646,435.6204134,1413.256811,NA,a,N,1,palikimu,R,1,three,64.11087793
M1A73,a4,0.04066369431183352,459.9620704,1255.582383,107.1307304,a,N,1,palikimu,R,2,three,70.45620395
M1A73,U5,0.051363574153408614,531.8680112,776.4529565,127.5135191,u,Y,1,palikimu,R,2,three,72.54314935
M1A73,a6,0.059852980571844364,465.7607928,1308.136276,101.585705,a,N,1,palikimu,R,2,three,70.09845845
M1A74,a1,0.06545425062537741,531.602572,1145.319392,105.8622935,a,N,1,palikimu,R,1,three,70.86134823
M1A74,u2,0.038111187416114266,633.9239721,1696.288115,117.7010166,u,N,1,palikimu,R,1,three,70.58127231
M1A74,U3,0.126950155983289,482.4194208,1040.13298,114.5755983,u,Y,1,palikimu,R,1,three,74.71292772
M1A74,a4,0.04939364951572773,549.7117998,1038.147033,107.2453002,a,N,1,palikimu,R,2,three,68.53072133
M1A74,u5,0.03615617937129296,475.1368724,1633.106525,NA,u,N,1,palikimu,R,2,three,67.35731303
M1A74,U6,0.05307457462126024,446.2027623,1887.728626,136.0351303,u,Y,1,palikimu,R,2,three,74.30048724
M1A75,i1,0.06579933668315927,303.8137069,1966.744207,113.7591267,i,N,1,palikimu,R,1,three,73.89271201
M1A75,i2,0.04651867073246969,342.0491215,1778.303253,106.8264726,i,N,1,palikimu,R,1,three,72.66839925
M1A75,U3,0.09881122646173839,420.4690375,1131.441108,142.6173427,u,Y,1,palikimu,R,1,three,77.53979856
M1A75,i4,0.06181647887410179,297.3346616,1666.318822,109.1920224,i,N,1,palikimu,R,2,three,71.49846564
M1A75,i5,0.042454830298663364,332.9955059,1888.260178,109.0041332,i,N,1,palikimu,R,2,three,70.17988445
M1A75,U6,0.08487375054695721,418.4767842,1161.057634,120.575408,u,Y,1,palikimu,R,2,three,72.79488144
M1A76,e1,0.058026169397306517,517.2753131,1220.950711,114.208603,e,N,1,palikimu,R,1,three,71.07399846
M1A76,u2,0.07656186728035598,474.3576079,1001.76313,120.900648,u,N,1,palikimu,R,1,three,69.97985308
M1A76,U3,0.1352791198385538,426.160749,851.8865462,124.1961515,u,Y,1,palikimu,R,1,three,70.34554173
M1A76,e4,0.059209268310739034,522.5885478,1195.683804,108.3231926,e,N,1,palikimu,R,2,three,69.11470699
M1A76,u5,0.05320099551417317,420.4127198,1053.871731,108.5500982,u,N,1,palikimu,R,2,three,69.49023358
M1A76,U6,0.06523918913193245,448.184061,829.2575881,155.9449874,u,Y,1,palikimu,R,2,three,73.52834596
M1A77,a0,0.04079902443042562,1474.410717,2260.640735,NA,a,N,1,palikimu,R,1,four,58.40450557
M1A77,e10,0.044849265577827126,338.850846,1750.121119,98.29508868,e,N,1,palikimu,R,1,four,67.73995457
M1A77,I20,0.07159161964467096,338.7899696,1762.4273,147.7511609,i,Y,1,palikimu,R,1,four,75.06859139
M1A77,o30,0.11918645256282807,736.2252449,2211.92431,91.7004601,o,N,1,palikimu,R,1,four,68.00733479
M1A77,a00,0.047405801782927685,458.1213801,1297.46978,111.8927808,a,N,1,palikimu,R,2,four,71.74820763
M1A77,e40,0.04960126245423025,399.645094,1530.853135,101.0805227,e,N,1,palikimu,R,2,four,71.04695295
M1A77,I50,0.04736020845678189,342.7320667,1442.527289,113.0672994,i,Y,1,palikimu,R,2,four,72.0578908
M1A77,o60,0.04970990383637534,454.8953744,1064.061334,108.3217863,o,N,1,palikimu,R,2,four,74.48855506
M1A78,e1,0.09377314656196245,403.5485218,1914.5604,101.4147587,e,N,1,palikimu,R,1,three,73.12328121
M1A78,I2,0.06263326452823437,441.9061685,1889.153118,135.3858297,i,Y,1,palikimu,R,1,three,73.40194412
M1A78,a3,0.08844247418348636,522.3112012,1178.31656,94.47108708,a,N,1,palikimu,R,1,three,66.76218747
M1A78,e4,0.07491581910121697,383.4703324,1797.419658,97.36231924,e,N,1,palikimu,R,2,three,70.29395146
M1A78,I5,0.06770556667834042,393.1224825,1687.207845,145.102232,i,Y,1,palikimu,R,2,three,74.11158982
M1A78,a6,0.08156342987209715,533.2302879,1207.833227,101.4514003,a,N,1,palikimu,R,2,three,70.8273359
M1A8,e0,0.038459582328091574,514.1446051,1658.143118,117.256642,e,N,1,cepelinu,R,1,four,73.71307276
M1A8,e10,0.05538512495982407,347.4253674,1606.423862,108.2719721,e,N,1,cepelinu,R,1,four,77.41343952
M1A8,i20,0.060023975785378866,373.0109372,1408.392327,100.386115,i,N,1,cepelinu,R,1,four,76.46575239
M1A8,U30,0.1048239357165794,430.4970664,979.9891627,124.8339651,u,Y,1,cepelinu,R,1,four,78.20937086
M1A8,e00,0.0280301626696686,435.7158445,1449.51118,109.5928301,e,N,1,cepelinu,R,2,four,76.41588097
M1A8,e40,0.047741165432672684,477.3115398,1597.861667,99.04131617,e,N,1,cepelinu,R,2,four,76.28671129
M1A8,i50,0.041151436189236064,418.709667,1372.039126,97.05705227,i,N,1,cepelinu,R,2,four,73.91950174
M1A8,U60,0.04961530520506726,430.1982717,1079.328629,150.2023557,u,Y,1,cepelinu,R,2,four,76.14593119
M1A9,a0,0.0485657121940906,552.4046357,1002.184198,122.5507444,a,N,1,kalakutas,O,1,four,75.26762324
M1A9,a10,0.03848327671917914,512.661646,1172.291591,129.3749578,a,N,1,kalakutas,O,1,four,74.140620620000007
M1A9,U30,0.03553404395068587,423.5788217,1092.270357,148.5807442,u,Y,1,kalakutas,O,1,four,76.61940652
M1A9,a40,0.07206062319297424,492.0142591,1217.46256,NA,a,N,1,kalakutas,O,2,four,68.15581999
M1A9,a00,0.048750948888529606,519.287113,1123.471244,115.1844889,a,N,1,kalakutas,O,2,four,76.6012198
M1A9,a40,0.05322066912821908,458.9120248,1239.332202,103.7246483,a,N,1,kalakutas,O,2,four,74.40693974
M1A9,U50,0.048277067873595,407.2561907,1110.401414,142.4599716,u,Y,1,kalakutas,O,2,four,78.14317075
M1A9,a60,0.06477312958498564,440.1004914,1138.152895,119.4640654,a,N,1,kalakutas,O,2,four,76.01209772
M1B10,e0,0.06991923600299485,471.8690918,1410.619149,118.5353969,e,N,2,cepeline,R,1,four,74.56666825
M1B10,e10,0.06578034558993687,462.3979533,1648.690664,114.5793943,e,N,2,cepeline,R,1,four,75.4521488
M1B10,I20,0.11209105102633508,361.7526985,1841.387571,138.2620996,i,Y,2,cepeline,R,1,four,76.93964155
M1B10,e30,0.16264964524132872,539.2814945,1536.005034,94.7420883,e,N,2,cepeline,R,1,four,71.38556157
M1B10,e00,0.019378272350247097,386.4640148,1434.119968,NA,e,N,2,cepeline,R,2,four,70.53617244
M1B10,e40,0.044282708606058444,443.4218065,1503.468225,100.2916934,e,N,2,cepeline,R,2,four,73.96869924
M1B10,I50,0.09322909936546543,406.0636652,1769.124308,184.4375921,i,Y,2,cepeline,R,2,four,75.95448512
M1B10,e60,0.06005986491518204,533.6388618,1516.917003,104.219111,e,N,2,cepeline,R,2,four,74.46539838
M1B11,i1,0.048579933764935926,297.8819282,1660.202278,111.4833365,i,N,2,ridikas,O,1,three,73.79239354
M1B11,I2,0.06244708016855469,382.4308118,1879.633361,129.2319174,i,Y,2,ridikas,O,1,three,77.29657812
M1B11,a3,0.07225104101135198,1432.446374,2013.098201,NA,a,N,2,ridikas,O,1,three,51.31161894
M1B11,i4,0.044625358794128184,361.1368636,1560.700651,105.8105384,i,N,2,ridikas,O,2,three,72.32684243
M1B11,I5,0.04375169851626533,370.3517123,1839.459167,161.4525578,i,Y,2,ridikas,O,2,three,75.60334275
M1B11,a6,0.053032966993144796,475.182091,1385.934629,104.5599117,a,N,2,ridikas,O,2,three,71.96703238
M1B14,e1,0.03984874954670899,461.9092071,1133.63797,104.0968829,e,N,2,senume,R,1,three,67.85726282
M1B14,u2,0.03764990810572548,382.8258609,1110.318986,114.9710318,u,N,2,senume,R,1,three,67.78965234
M1B14,E3,0.05975884007784307,566.2013079,1403.486684,99.22843701,e,Y,2,senume,R,1,three,68.83323001
M1B14,e4,0.060012459682963135,523.7001337,1207.785318,103.6696888,e,N,2,senume,R,2,three,68.37172741
M1B14,u5,0.03777790891880096,406.1122267,1116.773042,108.6677231,u,N,2,senume,R,2,three,67.49330542
M1B14,E6,0.12020108453179819,598.0877324,1480.20005,176.1004024,e,Y,2,senume,R,2,three,71.16669393
M1B15,u1,0.033726071486765465,363.7190343,921.5199958,105.7450131,u,N,2,lupiko,O,1,three,68.63769984
M1B15,I2,0.05027512269083508,362.3694237,1862.282224,129.3647693,i,Y,2,lupiko,O,1,three,73.44329501
M1B15,o3,0.0771524770651978,761.1883187,1028.576792,NA,o,N,2,lupiko,O,1,three,63.27771239
M1B15,u4,0.029823562466091292,443.7339011,1154.983414,98.72670561,u,N,2,lupiko,O,2,three,69.47193792
M1B15,I5,0.053311987444889825,384.4956674,1699.676453,194.1281947,i,Y,2,lupiko,O,2,three,76.17174363
M1B15,o6,0.10976531633990552,596.4848468,1015.025762,101.8531241,o,N,2,lupiko,O,2,three,72.52356105
M1B16,a1,0.04619142099243927,489.425636,1318.652067,112.2870537,a,N,2,katukus,O,1,three,71.44960682
M1B16,u2,0.03368376726707673,478.3763541,1402.575168,121.0478815,u,N,2,katukus,O,1,three,69.01883035
M1B16,U3,0.10126902825258834,454.8522849,1105.001566,141.6085515,u,Y,2,katukus,O,1,three,76.81487657
M1B16,a4,0.038049379748372775,475.466867,1377.671335,110.0501301,a,N,2,katukus,O,2,three,69.90695665
M1B16,u5,0.03916401249359239,415.6851945,1255.206796,110.3121426,u,N,2,katukus,O,2,three,68.11901782
M1B16,U6,0.07425074838667266,415.2776378,1190.002854,191.1761988,u,Y,2,katukus,O,2,three,75.40661173
M1B17,a1,0.04481460371385297,638.5315437,1175.806827,106.9427286,a,N,2,pakete,O,1,three,68.19243597
M1B17,e1,0.056127527055520675,435.2470888,1687.846602,109.8978759,e,N,2,pakete,O,1,three,68.88923832
M1B17,E3,0.10338393465057252,610.1492377,1512.334162,114.370487,e,Y,2,pakete,O,1,three,72.51769006
M1B17,a4,0.057777439167594015,512.9061426,1654.146685,NA,a,N,2,pakete,O,2,three,66.86058308
M1B17,e5,0.047498651736174076,417.7072219,1598.377686,98.86988449,e,N,2,pakete,O,2,three,64.85714225
M1B17,E6,0.12049240506221015,584.9057336,1445.935559,153.0056136,e,Y,2,pakete,O,2,three,73.02961167
M1B18,u1,0.04494672579996422,358.4252012,869.3576954,121.7210075,u,N,2,lupikus,O,1,three,70.80119533
M1B18,i2,0.049746024540902586,338.5474375,2012.253961,119.2661398,i,N,2,lupikus,O,1,three,70.76381998
M1B18,u3,0.06578173237048551,405.9318677,1056.928911,128.0179215,u,N,2,lupikus,O,1,three,72.50674553
M1B18,u4,0.03701486989384603,441.2373019,730.1796059,99.53438069,u,N,2,lupikus,O,2,three,68.54531828
M1B18,i5,0.04325125514783712,386.1959733,1789.77088,102.3930212,i,N,2,lupikus,O,2,three,67.83846579
M1B18,U6,0.06608450224285632,421.7481051,1213.863126,136.2616951,u,Y,2,lupikus,O,2,three,74.12234636
M1B19,a1,0.04237187145225474,515.9289901,1453.019876,118.4312203,a,N,2,katukas,O,1,three,70.77547577
M1B19,U2,0.05239834727257513,390.1684131,1005.247843,197.0751323,u,Y,2,katukas,O,1,three,73.91828726
M1B19,a3,0.07249380647489496,564.8368829,1452.961734,95.2484862,a,N,2,katukas,O,1,three,68.55596195
M1B19,a4,0.04111044470350897,461.1112652,1390.127662,114.3904315,a,N,2,katukas,O,2,three,68.72203829
M1B19,U5,0.07017180367448252,402.988066,883.5545832,155.3479526,u,Y,2,katukas,O,2,three,71.56138436
M1B19,a6,0.051977823184277676,463.5960113,1299.373923,110.9407746,a,N,2,katukas,O,2,three,71.50864065
M1B20,e1,0.07933948852545807,412.6836764,1297.147237,119.8531598,e,N,2,degutus,O,1,three,73.64757872
M1B20,u2,0.06210545585609932,369.1384116,1182.88952,121.4538799,u,N,2,degutus,O,1,three,73.10438223
M1B20,U3,0.09889052406977128,412.5374948,1134.464265,139.2025902,u,Y,2,degutus,O,1,three,75.27394044
M1B20,e4,0.06872813786067743,394.4413312,1613.880517,108.7021685,e,N,2,degutus,O,2,three,71.03508504
M1B20,u5,0.06098047831581778,418.8567998,1425.874795,109.8542681,u,N,2,degutus,O,2,three,72.28270278
M1B20,U6,0.06961165862299956,417.585433,1097.795424,153.7638672,u,Y,2,degutus,O,2,three,73.84411404
M1B23,i1,0.05227618536895208,307.2077705,1742.013745,115.630086,i,N,2,ridikus,O,1,three,72.92104435
M1B23,i2,0.05016093446688605,353.2280731,1746.125448,119.4458169,i,N,2,ridikus,O,1,three,73.23229723
M1B23,U3,0.10012166292021481,433.8903581,1147.348619,111.4196205,u,Y,2,ridikus,O,1,three,72.57602788
M1B23,i4,0.061829823326047785,316.5768586,1542.336636,117.5557315,i,N,2,ridikus,O,2,three,71.85618048
M1B23,i5,0.04535917079911735,338.0972487,1671.292116,113.1662614,i,N,2,ridikus,O,2,three,70.33211939
M1B23,U6,0.06972964301316015,375.3011823,1185.144449,178.2971104,u,Y,2,ridikus,O,2,three,71.62548961
M1B24,a1,0.07880463352848956,536.7007027,1150.976126,106.2827692,a,N,2,ratuko,O,1,three,70.61531724
M1B24,U2,0.04405708024353672,423.5559713,1184.392888,179.572368,u,Y,2,ratuko,O,1,three,69.74594427
M1B24,o3,0.10236261091675745,564.4810204,782.3970989,92.44139525,o,N,2,ratuko,O,1,three,69.77969113
M1B24,a4,0.09735882113334154,476.0332227,1199.749972,105.2842707,a,N,2,ratuko,O,2,three,66.81960206
M1B24,U5,0.06418187596247708,377.1103445,598.7611156,184.5736331,u,Y,2,ratuko,O,2,three,72.75240212
M1B24,o6,0.08676261797014483,548.4573024,985.096698,98.78439915,o,N,2,ratuko,O,2,three,70.15016109
M1B25,y1,0.05427224133789346,268.4805635,2172.395882,119.8023406,y,N,2,mygtukus,O,1,three,69.05852832
M1B25,u2,0.02778054987490995,343.952036,1115.28112,118.9069305,u,N,2,mygtukus,O,1,three,69.46855055
M1B25,U3,0.06318940530344662,387.9479049,1099.399143,133.8925732,u,Y,2,mygtukus,O,1,three,73.62025482
M1B25,y4,0.04712882099519204,284.1278849,2041.323678,108.8776847,y,N,2,mygtukus,O,2,three,67.87486851
