Filename,TextGridLabel,NormalizedDuration,F1_midpoint,F2_midpoint,f0_midpoint,Vowel,Stress,Repetition,Word,Segment,Frame,Syllnum,Intensity
M1A27,o3,0.11088260676461058,502.0330213,769.2254521,87.11571117,o,N,1,senumo,R,1,three,69.61795852
M1A27,e4,0.03618921466237794,382.7903193,1007.2027,NA,e,N,1,senumo,R,2,three,66.24845963
M1A27,U5,0.05686849589527683,386.5631978,877.9768878,180.0401484,u,Y,1,senumo,R,2,three,76.87971719
M1A27,o6,0.09462319568308322,360.3888914,770.1978491,91.09863504,o,N,1,senumo,R,2,three,68.9983453
M1A29,a0,0.09941463171640597,552.367784,959.7039014,110.1696075,a,N,1,malonumas,R,1,four,72.52156452
M1A29,o10,0.0834570437820234,410.7470144,769.1290603,139.5154851,o,N,1,malonumas,R,1,four,74.54186557
M1A29,U20,0.08829272543570761,497.3600891,588.1141583,165.6062909,u,Y,1,malonumas,R,1,four,76.36028461
M1A29,a30,0.15433369796962274,962.4879716,1996.369571,NA,a,N,1,malonumas,R,1,four,56.65514415
M1A29,a00,0.06711191640983494,506.6147224,792.0861284,104.7678013,a,N,1,malonumas,R,2,four,75.44072668
M1A29,o40,0.07746769417639597,433.953801,791.0372304,93.7910131,o,N,1,malonumas,R,2,four,74.1579831
M1A29,U50,0.06705813313142363,411.8932518,814.9300663,177.409946,u,Y,1,malonumas,R,2,four,75.84043839
M1A29,a60,0.08515100713952305,500.0320424,1026.941118,95.3227245,a,N,1,malonumas,R,2,four,73.51707427
M1A30,u1,0.041672360270081824,401.077056,959.7816263,130.938027,u,N,1,lupiku,O,1,three,79.6691743
M1A30,i2,0.04875944864132643,362.1144262,1874.332585,125.5737252,i,N,1,lupiku,O,1,three,77.27507878
M1A30,U3,0.08027267737202436,448.13412,999.4467083,110.7016446,u,Y,1,lupiku,O,1,three,78.67210137
M1A30,u4,0.04104417513190574,441.7755663,817.6552998,103.725888,u,N,1,lupiku,O,2,three,73.91757773
M1A30,i5,0.05314154416403347,371.8434735,1422.692225,96.56385692,i,N,1,lupiku,O,2,three,72.32923117
M1A30,U6,0.11556236682459808,477.5045639,671.2683811,177.9755406,u,Y,1,lupiku,O,2,three,74.70281817
M1A31,a1,0.03913382470310053,977.5516764,2115.96201,NA,a,N,1,paketus,O,1,three,70.03258922
M1A31,e2,0.04255848229037792,470.1923575,1449.256469,117.6351326,e,N,1,paketus,O,1,three,71.79542539
M1A31,U3,0.10591675949886077,447.3277562,1049.840824,110.4440128,u,Y,1,paketus,O,1,three,72.79253236
M1A31,a4,0.045966515276990444,487.039796,1055.759534,108.1960066,a,N,1,paketus,O,2,three,68.71324004
M1A31,e5,0.053122459450422134,450.8603286,1430.342587,113.8132204,e,N,1,paketus,O,2,three,69.62374371
M1A31,U6,0.08143173319755236,435.4525592,1022.096797,130.0246005,u,Y,1,paketus,O,2,three,73.24280451
M1A32,u1,0.045799231225869146,461.0671712,1027.842511,96.22485255,u,N,1,lupikas,O,1,three,71.24140926
M1A32,I2,0.05097538898022035,353.1472671,1883.672267,134.6811422,i,Y,1,lupikas,O,1,three,77.18594547
M1A32,a3,0.056552868392635944,574.7747727,1582.229139,91.65161148,a,N,1,lupikas,O,1,three,67.00987567
M1A32,u4,0.03400141616949341,358.5137619,918.0020832,105.4862343,u,N,1,lupikas,O,2,three,73.454445
M1A32,I5,0.07856206985060453,374.6610789,1694.928084,127.2135464,i,Y,1,lupikas,O,2,three,75.91146339
M1A32,a6,0.05080773154935463,471.3965228,1336.76444,108.7903073,a,N,1,lupikas,O,2,three,75.39577293
M1A33,e0,0.0365606577190635,387.8481764,1499.15982,NA,e,N,1,cepelinus,R,1,four,68.59281067
M1A33,e10,0.030056859769256063,451.9904682,1454.684472,117.7223155,e,N,1,cepelinus,R,1,four,73.63265903
M1A33,i20,0.04895243573291007,446.3926257,1317.922971,118.0350426,i,N,1,cepelinus,R,1,four,75.23221028
M1A33,U30,0.095056069337172,460.9771867,1048.314286,109.5357943,u,Y,1,cepelinus,R,1,four,75.99150112
M1A33,e00,0.02547926762579888,411.495111,1403.299792,NA,e,N,1,cepelinus,R,2,four,72.61056195
M1A33,e40,0.04271961167168984,408.9872313,1498.102716,102.6392311,e,N,1,cepelinus,R,2,four,73.64466524
M1A33,i50,0.031671964865958815,306.6317991,1339.331438,93.52284049,i,N,1,cepelinus,R,2,four,70.49247087
M1A33,U60,0.10513164792742577,284.4993286,973.7774106,188.354391,u,Y,1,cepelinus,R,2,four,75.82748711
M1A34,a1,0.04559483176238708,277.2579304,1106.648947,108.5733904,a,N,1,paketu,O,1,three,72.04344766
M1A34,e2,0.05334366124408029,441.4746205,1484.836363,107.0832257,e,N,1,paketu,O,1,three,71.49964597
M1A34,U3,0.10843878667070017,465.9018884,899.299401,133.0865044,u,Y,1,paketu,O,1,three,77.02478439
M1A34,a4,0.041490236014150736,499.1219214,1492.922414,97.13834638,a,N,1,paketu,O,2,three,69.77764313
M1A34,e5,0.044217481590196124,414.3727824,1498.424961,92.39520303,e,N,1,paketu,O,2,three,69.72178877
M1A34,U6,0.1407616996334399,322.8933162,1011.290141,189.2333817,u,Y,1,paketu,O,2,three,75.47337484
M1A37,a0,0.05856363592100726,557.1768167,1054.481838,111.4691648,a,N,1,palikimo,R,1,four,76.4192911
M1A37,i10,0.055643484080385774,366.9562971,1915.945736,108.4126637,i,N,1,palikimo,R,1,four,73.55343413
M1A37,I20,0.050149197129683694,359.3830725,1906.597287,190.6667384,i,Y,1,palikimo,R,1,four,76.95479105
M1A37,o30,0.11537672939859736,534.1826636,1501.6961,88.39026434,o,N,1,palikimo,R,1,four,69.57948012
M1A37,a00,0.04923153084478825,511.3484637,1056.052235,97.66873565,a,N,1,palikimo,R,2,four,71.79231652
M1A37,i40,0.04350545432718698,369.2963339,1847.942375,103.4851565,i,N,1,palikimo,R,2,four,70.47738976
M1A37,I50,0.040717469300875435,336.2866692,1898.650822,170.5238228,i,Y,1,palikimo,R,2,four,74.16980399
M1A37,o60,0.09478527085371291,499.9157046,766.6436187,98.29655007,o,N,1,palikimo,R,2,four,72.17561081
M1A38,a0,0.17486653335299282,579.0051018,1090.590131,130.8680848,a,N,1,kalakutus,O,1,four,74.35622725
M1A38,a10,0.08680871097344724,526.9137068,940.1809966,122.7843223,a,N,1,kalakutus,O,1,four,75.05305342
M1A38,u20,0.04817924690030025,375.0449394,965.9589344,131.8638397,u,N,1,kalakutus,O,1,four,78.69157867
M1A38,U30,0.11115089243889854,412.8198741,1136.640997,138.0481148,u,Y,1,kalakutus,O,1,four,80.576705
M1A38,a00,0.041421262688101285,529.98175,989.8891055,107.5582314,a,N,1,kalakutus,O,2,four,74.94993951
M1A38,a40,0.04342692685857707,614.4492917,1078.860513,108.0486714,a,N,1,kalakutus,O,2,four,75.70814489
M1A38,u50,0.03189546030101633,437.7215696,1842.307736,105.0001801,u,N,1,kalakutus,O,2,four,74.00995448
M1A38,U60,0.06760457407941595,393.5780625,991.0697179,168.7044774,u,Y,1,kalakutus,O,2,four,77.51005302
M1A39,e0,0.028900400035212916,435.4922016,1322.939247,NA,e,N,1,cepelino,R,1,four,71.51371076
M1A39,e10,0.047276329833308116,467.8221409,1677.252326,122.8716208,e,N,1,cepelino,R,1,four,75.67251107
M1A39,I20,0.08501867010925361,442.2523366,1524.082851,156.7695331,i,Y,1,cepelino,R,1,four,78.0902066
M1A39,o30,0.09673576592110755,457.5581213,989.4989596,NA,o,N,1,cepelino,R,1,four,66.16358174
M1A39,e00,0.030787750678602635,453.1600168,1408.964652,NA,e,N,1,cepelino,R,2,four,75.10779152
M1A39,e40,0.02596105380111276,423.8767518,1486.802978,103.8858374,e,N,1,cepelino,R,2,four,75.35638093
M1A39,I50,0.07840284722930442,407.1335389,1440.896158,139.8261465,i,Y,1,cepelino,R,2,four,78.68287121
M1A39,o60,0.08817189340599517,519.3169772,1045.901524,106.7712406,o,N,1,cepelino,R,2,four,75.05292002
M1A40,e1,0.04616048623029736,433.713902,1159.483692,114.7060745,e,N,1,senumas,R,1,three,72.64154777
M1A40,U2,0.06735813797366164,360.1235411,814.6615212,134.4785953,u,Y,1,senumas,R,1,three,74.71123787
M1A40,a3,0.09906526677588791,473.468403,1164.82121,97.21534411,a,N,1,senumas,R,1,three,71.78564303
M1A40,e4,0.04788598776273028,477.2372642,1185.689106,NA,e,N,1,senumas,R,2,three,70.26506204
M1A40,U5,0.07022788307231444,153.6009713,760.8484808,169.5699978,u,Y,1,senumas,R,2,three,74.70061219
M1A40,a6,0.10676419332860358,490.2201592,1137.475542,100.3870012,a,N,1,senumas,R,2,three,70.95157656
M1A41,i1,0.05851759161769352,293.8499768,1792.986619,108.0687405,i,N,1,ridiko,O,1,three,78.37105594
M1A41,I2,0.059287281742401096,335.6600315,2017.63614,150.3925236,i,Y,1,ridiko,O,1,three,78.59882271
M1A41,o3,0.08690284129896897,582.5864619,1324.52352,88.99359126,o,N,1,ridiko,O,1,three,72.12979922
M1A41,i4,0.07635789689719492,319.5264046,1654.361639,107.2105912,i,N,1,ridiko,O,2,three,77.58756761
M1A41,I5,0.05903509670484993,376.6209827,1884.068615,201.845293,i,Y,1,ridiko,O,2,three,77.91353398
M1A41,o6,0.10225437640839216,510.9821136,1086.274265,97.8219896,o,N,1,ridiko,O,2,three,76.45401845
M1A43,a0,0.06303398511566058,547.5940666,1336.312824,127.0071483,a,N,1,palikimas,R,1,four,71.42981605
M1A43,i10,0.062177403025926795,351.0251785,1901.306978,126.0773184,i,N,1,palikimas,R,1,four,70.73906715
M1A43,I20,0.06750018665252126,427.5098778,1867.764309,161.6100972,i,Y,1,palikimas,R,1,four,71.89213882
M1A43,a30,0.09903839790621298,549.2046765,1286.041336,92.77013075,a,N,1,palikimas,R,1,four,65.61108479
M1A43,a00,0.03858855657234037,492.0495911,1270.349888,118.1482382,a,N,1,palikimas,R,2,four,72.43191468
M1A43,i40,0.045521210869868066,360.683983,1833.920384,99.22263267,i,N,1,palikimas,R,2,four,69.73977899
M1A43,I50,0.05265702530952927,402.7884673,1852.672141,138.6034757,i,Y,1,palikimas,R,2,four,70.7711952
M1A43,a60,0.05857866247420708,478.4324725,1124.082729,95.83205898,a,N,1,palikimas,R,2,four,69.99871176
M1A44,a0,0.08228433096536518,288.9185214,757.8392866,98.33016061,a,N,1,malonumu,R,1,four,73.20817396
M1A44,o10,0.06681124655562419,450.6067581,764.9358129,106.4966858,o,N,1,malonumu,R,1,four,75.01450944
M1A44,u20,0.0508346445437363,396.624457,884.9481613,112.466664,u,N,1,malonumu,R,1,four,75.39898456
M1A44,U30,0.10384791601202475,489.9569272,843.2736099,117.5214053,u,Y,1,malonumu,R,1,four,77.74253819
M1A44,a00,0.06495801814939924,472.1807831,847.2438272,95.13140672,a,N,1,malonumu,R,2,four,72.29801606
M1A44,o40,0.07452373896805238,378.8580223,737.7809405,99.30860674,o,N,1,malonumu,R,2,four,72.68853993
M1A44,u50,0.0539316534607142,681.6296992,2013.414673,98.75966556,u,N,1,malonumu,R,2,four,73.54696415
M1A44,U6,0.12590751060371672,148.7434179,721.7026227,182.6653785,u,Y,1,malonumu,R,2,three,78.14777954
M1A45,y1,0.08024936120728042,256.621703,2134.603843,124.6323337,y,N,1,gynimus,R,1,three,73.69286353
M1A45,i2,0.061800805612949976,375.9421216,1634.368237,115.2770205,i,N,1,gynimus,R,1,three,72.89801508
M1A45,U3,0.1466783582489426,466.6814422,1008.185843,118.7917026,u,Y,1,gynimus,R,1,three,73.83621878
M1A45,y4,0.07791805326209507,287.1620175,2079.859817,110.6548282,y,N,1,gynimus,R,2,three,73.13585175
M1A45,i5,0.05612213309502359,408.2951795,1562.065342,103.4669598,i,N,1,gynimus,R,2,three,72.6178507
M1A45,U6,0.06981314837977988,502.9366046,938.8312413,119.3840265,u,Y,1,gynimus,R,2,three,73.80810283
M1A46,a1,0.052296991486366705,461.9651503,1220.279192,100.1948985,a,N,1,paketo,O,1,three,70.26658291
M1A46,E2,0.06590647238698201,580.4240654,1525.714877,131.2012645,e,Y,1,paketo,O,1,three,77.27750524
M1A46,o3,0.09407657151054208,665.5847388,1264.491043,NA,o,N,1,paketo,O,1,three,71.15790179
M1A46,a4,0.05311234821961139,530.7644796,1315.755429,95.09953964,a,N,1,paketo,O,2,three,72.47416565
M1A46,E5,0.09904081317802789,562.6675549,1540.734977,161.4409034,e,Y,1,paketo,O,2,three,79.02721899
M1A46,o6,0.08720407953702711,496.6253405,903.7360929,92.48411687,o,N,1,paketo,O,2,three,72.98676173
M1A47,e1,0.06367379799236188,385.7442424,1222.204516,105.0254445,e,N,1,degutus,O,1,three,78.38732978
M1A47,u2,0.04847399830505155,306.8879422,1078.690102,109.1632752,u,N,1,degutus,O,1,three,76.90833234
M1A47,U3,0.08806182417765063,378.87728069999997,1107.934326,120.8650352,u,Y,1,degutus,O,1,three,77.39721326
M1A47,e4,0.06328166046304368,389.7345384,1451.185911,98.56967353,e,N,1,degutus,O,2,three,77.36360266
M1A47,u5,0.05687566832774623,387.9604777,1301.750715,99.44073088,u,N,1,degutus,O,2,three,75.51198118
M1A47,U6,0.10399939811787336,386.6640004,1120.83703,187.0880014,u,Y,1,degutus,O,2,three,78.19329008
M1A48,y1,0.04619235981707774,288.4252706,2101.19662,121.753927,y,N,1,tylumu,R,1,three,74.28026185
M1A48,u2,0.05396605622911791,412.2075391,895.1895878,119.3986564,u,N,1,tylumu,R,1,three,75.29671844
M1A48,U3,0.09590551324505882,505.4307305,908.0121618,125.0300414,u,Y,1,tylumu,R,1,three,77.86978618
M1A48,y4,0.05965823616904964,320.2376055,1645.732827,121.939393,y,N,1,tylumu,R,2,three,74.20607838
M1A48,u5,0.04538913767522312,387.4464321,897.6563336,115.1370497,u,N,1,tylumu,R,2,three,74.80018937
M1A48,U6,0.05442410244264374,477.7345016,629.7972203,131.0728784,u,Y,1,tylumu,R,2,three,74.6077266
M1A51,e1,0.06049517039769609,501.4220064,1199.767347,116.6572331,e,N,1,senumus,R,1,three,68.95135306
M1A51,u2,0.05798301326575997,393.1124931,951.858105,114.7526687,u,N,1,senumus,R,1,three,69.79557456
M1A51,U3,0.10878856467905657,447.2726874,968.1911416,130.8049997,u,Y,1,senumus,R,1,three,74.95715048
M1A51,e4,0.05867201363438564,557.7788354,1214.611835,115.7382806,e,N,1,senumus,R,2,three,70.67921405
M1A51,u5,0.05222609127372825,427.3373036,1000.517393,108.734196,u,N,1,senumus,R,2,three,70.43855576
M1A51,U6,0.07915727488369251,508.1686474,1035.738761,129.83387,u,Y,1,senumus,R,2,three,73.12261093
M1A52,y1,0.0842297040625735,263.8934392,2008.89569,109.4411965,y,N,1,gynimas,R,1,three,75.57389684
M1A52,I2,0.07470677194330243,358.6005674,1721.716612,136.2483585,i,Y,1,gynimas,R,1,three,76.89192316
M1A52,a3,0.11064593473111035,277.4733902,1135.863659,90.90032416,a,N,1,gynimas,R,1,three,67.67726514
M1A52,y4,0.12058436237352821,257.2901683,2071.291224,103.8259459,y,N,1,gynimas,R,2,three,75.88379774
M1A52,I5,0.06602182025265628,356.1886328,1627.958953,159.9443862,i,Y,1,gynimas,R,2,three,77.38645501
M1A52,a6,0.10261571969985923,496.6560927,1255.876631,107.7011866,a,N,1,gynimas,R,2,three,73.60828498
M1A53,a0,0.033019149420069394,494.4370864,1091.449297,117.8431304,a,N,1,kalakutu,O,1,four,75.29035464
M1A53,a10,0.051114801773558496,504.0354024,1238.130275,109.8014793,a,N,1,kalakutu,O,1,four,72.55192486
M1A53,u20,0.028074627615349287,418.4057444,955.829194,121.1852994,u,N,1,kalakutu,O,1,four,75.64244164
M1A53,U30,0.06756077058360019,457.5142629,992.0143109,113.3793953,u,Y,1,kalakutu,O,1,four,79.06585158
M1A53,a00,0.030010395080412245,521.5229963,976.7846008,107.9830126,a,N,1,kalakutu,O,2,four,74.25366136
M1A53,a40,0.0407386250246239,469.5653017,1160.756708,104.2080099,a,N,1,kalakutu,O,2,four,72.65505925
