Filename,TextGridLabel,duration,f0_midpoint,F1_midpoint,F2_midpoint
M1A25,U2,0.067455765,161.5119916,376.3784409,1118.173888
M1A25,a3,0.065450545,--undefined--,458.3944741,1186.385325
M1A25,e4,0.069564919,90.00568979,400.6509425,1466.811888
M1A25,U5,0.071585384,196.0501095,398.66694,1275.066644
M1A25,a6,0.085798437,90.16109237,471.8773396,1227.781152
M1A25,fix2,0.58883156,111.7635047,778.21967,2097.395679
M1A26,fix1,0.688260372,--undefined--,1232.736264,2379.446953
M1A26,a0,0.041196799,104.484902,465.4473267,1390.303815
M1A26,i10,0.056872378,102.3117167,329.4654463,1967.980698
M1A26,i20,0.03542941,113.6102655,404.2985223,1381.601036
M1A26,U30,0.097507979,115.0823076,411.7353616,953.8298918
M1A26,a00,0.020299055,--undefined--,471.0593353,1324.857235
M1A26,i40,0.056414574,97.43739952,347.5771613,1888.851333
M1A26,i50,0.027894638,103.9307923,428.5339351,1710.580622
M1A26,U6,0.124170453,178.7884686,348.9117353,762.2195447
M1A26,fix2,0.628477594,104.5086258,317.9807963,1729.320142
M1A27,fix1,0.673242975,--undefined--,898.1848444,2016.75695
M1A27,e1,0.054434931,109.166174,455.7571382,1113.560742
M1A27,U2,0.067725026,147.0131098,373.4508847,890.9140609
M1A27,o3,0.11019375,87.11571117,502.0330213,769.2254521
M1A27,e4,0.037624912,--undefined--,382.7903193,1007.2027
M1A27,U5,0.059124581,180.0401484,386.5631978,877.9768878
M1A27,o6,0.098377084,91.09863504,360.3888914,770.1978491
M1A27,fix2,0.711985623,108.3469261,310.8015281,1386.305862
M1A29,fix1,0.613604948,126.9470373,2068.792671,3269.361461
M1A29,a0,0.090045262,110.1696075,552.367784,959.7039014
M1A29,o10,0.075591603,139.5154851,410.7470144,769.1290603
M1A29,U20,0.079971544,165.6062909,497.3600891,588.1141583
M1A29,a30,0.13978846,--undefined--,962.4879716,1996.369571
M1A29,a00,0.07042703,104.7678013,506.6147224,792.0861284
M1A29,o40,0.08129435,93.7910131,433.953801,791.0372304
M1A29,U50,0.07037059,177.409946,411.8932518,814.9300663
M1A29,a60,0.089357194,95.3227245,500.0320424,1026.941118
M1A29,fix2,0.718645356,108.3315682,144.8280873,1546.305486
M1A30,fix1,0.673379006,--undefined--,899.1619144,1955.600903
M1A30,u1,0.041421839,130.938027,401.077056,959.7816263
M1A30,i2,0.048466322,125.5737252,362.1144262,1874.332585
M1A30,U3,0.079790103,110.7016446,448.13412,999.4467083
M1A30,u4,0.040362853,103.725888,441.7755663,817.6552998
M1A30,i5,0.052259409,96.56385692,371.8434735,1422.692225
M1A30,U6,0.113644063,177.9755406,477.5045639,671.2683811
M1A30,fix2,0.673449778,123.2133658,411.3674686,1379.037821
M1A31,fix1,0.599069352,169.4946266,374.3402174,2058.68849
M1A31,a1,0.034605976,--undefined--,977.5516764,2115.96201
M1A31,e2,0.037634395,117.6351326,470.1923575,1449.256469
M1A31,U3,0.093662014,110.4440128,447.3277562,1049.840824
M1A31,a4,0.040238082,108.1960066,487.039796,1055.759534
M1A31,e5,0.046502239,113.8132204,450.8603286,1430.342587
M1A31,U6,0.071283558,130.0246005,435.4525592,1022.096797
M1A31,fix2,0.599474315,96.76685829,285.5911705,1528.794155
M1A32,fix1,0.614059125,--undefined--,1240.967422,2221.710009
M1A32,u1,0.04151357,96.22485255,461.0671712,1027.842511
M1A32,I2,0.046205369,134.6811422,353.1472671,1883.672267
M1A32,a3,0.051260936,91.65161148,574.7747727,1582.229139
M1A32,u4,0.034122856,105.4862343,358.5137619,918.0020832
M1A32,I5,0.078842663,127.2135464,374.6610789,1694.928084
M1A32,a6,0.050989197,108.7903073,471.3965228,1336.76444
M1A32,fix2,0.687263465,115.8909556,440.3099492,1262.921411
M1A33,fix1,0.799366411,--undefined--,820.1276383,1926.719545
M1A33,e0,0.043140145,--undefined--,387.8481764,1499.15982
M1A33,e10,0.035465918,117.7223155,451.9904682,1454.684472
M1A33,i20,0.057761958,118.0350426,446.3926257,1317.922971
M1A33,U30,0.112162441,109.5357943,460.9771867,1048.314286
M1A33,e00,0.026472048,--undefined--,411.495111,1403.299792
M1A33,e40,0.044384149,102.6392311,408.9872313,1498.102716
M1A33,i50,0.032906039,93.52284049,306.6317991,1339.331438
M1A33,U60,0.109228023,188.354391,284.4993286,973.7774106
M1A33,fix2,0.711500961,117.3649307,414.6289021,1417.093379
M1A34,fix1,0.601236213,131.1327883,348.5657644,1353.840472
M1A34,a1,0.040465271,108.5733904,277.2579304,1106.648947
M1A34,e2,0.047342333,107.0832257,441.4746205,1484.836363
M1A34,U3,0.096239085,133.0865044,465.9018884,899.299401
M1A34,a4,0.041528093,97.13834638,499.1219214,1492.922414
M1A34,e5,0.044257827,92.39520303,414.3727824,1498.424961
M1A34,U6,0.140890135,189.2333817,322.8933162,1011.290141
M1A34,fix2,0.685442412,109.4642638,365.6239066,1394.218548
M1A37,fix1,0.607259036,--undefined--,1167.500441,2449.611438
M1A37,a0,0.052495699,111.4691648,557.1768167,1054.481838
M1A37,i10,0.049878112,108.4126637,366.9562971,1915.945736
M1A37,I20,0.044953103,190.6667384,359.3830725,1906.597287
M1A37,o30,0.103422234,88.39026434,534.1826636,1501.6961
M1A37,a00,0.049381592,97.66873565,511.3484637,1056.052235
M1A37,i40,0.043638062,103.4851565,369.2963339,1847.942375
M1A37,I50,0.040841579,170.5238228,336.2866692,1898.650822
M1A37,o60,0.095074183,98.29655007,499.9157046,766.6436187
M1A37,fix2,0.686904935,105.6259162,404.2406965,1454.090762
M1A38,fix1,0.649683798,140.8948742,389.6849618,1673.346919
M1A38,a0,0.167698988,130.8680848,579.0051018,1090.590131
M1A38,a10,0.083250538,122.7843223,526.9137068,940.1809966
M1A38,u20,0.046204444,131.8638397,375.0449394,965.9589344
M1A38,U30,0.106594966,138.0481148,412.8198741,1136.640997
M1A38,a00,0.046252291,107.5582314,529.98175,989.8891055
M1A38,a40,0.048491879,108.0486714,614.4492917,1078.860513
M1A38,u50,0.035615479,105.0001801,437.7215696,1842.307736
M1A38,U60,0.075489404,168.7044774,393.5780625,991.0697179
M1A38,fix2,0.764688934,118.2050089,443.1890091,1444.993741
M1A39,fix1,0.739736214,--undefined--,1305.152645,2566.44252
M1A39,e0,0.031557489,--undefined--,435.4922016,1322.939247
M1A39,e10,0.051622893,122.8716208,467.8221409,1677.252326
M1A39,I20,0.092835246,156.7695331,442.2523366,1524.082851
M1A39,o30,0.105629606,--undefined--,457.5581213,989.4989596
M1A39,e00,0.031359456,--undefined--,453.1600168,1408.964652
M1A39,e40,0.026443131,103.8858374,423.8767518,1486.802978
M1A39,I50,0.079858729,139.8261465,407.1335389,1440.896158
M1A39,o60,0.089809179,106.7712406,519.3169772,1045.901524
M1A39,fix2,0.697534109,106.3333874,424.0905414,1453.413199
M1A40,fix1,0.630390959,--undefined--,307.2763908,2011.903282
M1A40,e1,0.042953846,114.7060745,433.713902,1159.483692
M1A40,U2,0.062678956,134.4785953,360.1235411,814.6615212
M1A40,a3,0.092183479,97.21534411,473.468403,1164.82121
M1A40,e4,0.048112959,--undefined--,477.2372642,1185.689106
M1A40,U5,0.070560751,169.5699978,153.6009713,760.8484808
M1A40,a6,0.107270237,100.3870012,490.2201592,1137.475542
M1A40,fix2,0.688063479,107.2974518,359.985499,1430.556034
M1A41,fix1,0.676101357,--undefined--,845.6017745,1954.961813
M1A41,i1,0.058400956,108.0687405,293.8499768,1792.986619
M1A41,I2,0.059169112,150.3925236,335.6600315,2017.63614
M1A41,o3,0.086729629,88.99359126,582.5864619,1324.52352
M1A41,i4,0.07140906,107.2105912,319.5264046,1654.361639
M1A41,I5,0.055208969,201.845293,376.6209827,1884.068615
M1A41,o6,0.095627161,97.8219896,510.9821136,1086.274265
M1A41,fix2,0.640433805,112.9991452,400.5046462,1478.156821
M1A43,fix1,0.582222776,--undefined--,1668.46027,2937.126003
M1A43,a0,0.054173346,127.0071483,547.5940666,1336.312824
M1A43,i10,0.053437173,126.0773184,351.0251785,1901.306978
M1A43,I20,0.058011737,161.6100972,427.5098778,1867.764309
M1A43,a30,0.085116646,92.77013075,549.2046765,1286.041336
M1A43,a00,0.039019507,118.1482382,492.0495911,1270.349888
M1A43,i40,0.046029584,99.22263267,360.683983,1833.920384
M1A43,I50,0.05324509,138.6034757,402.7884673,1852.672141
M1A43,a60,0.059232859,95.83205898,478.4324725,1124.082729
M1A43,fix2,0.692465489,93.44363689,409.3782338,1445.035885
M1A44,fix1,0.692513001,--undefined--,1576.373069,2857.368385
M1A44,a0,0.084113708,98.33016061,288.9185214,757.8392866
M1A44,o10,0.06829662,106.4966858,450.6067581,764.9358129
M1A44,u20,0.05196482,112.466664,396.624457,884.9481613
M1A44,U30,0.106156703,117.5214053,489.9569272,843.2736099
M1A44,a00,0.059138172,95.13140672,472.1807831,847.2438272
M1A44,o40,0.067846862,99.30860674,378.8580223,737.7809405
M1A44,u50,0.049099703,98.75966556,681.6296992,2013.414673
M1A44,U6,0.114626958,182.6653785,148.7434179,721.7026227
M1A44,fix2,0.623462045,110.8077325,396.7225013,1326.50417
M1A45,fix1,0.600811219,--undefined--,361.1311832,1561.357354
M1A45,y1,0.071170714,124.6323337,256.621703,2134.603843
M1A45,i2,0.054809252,115.2770205,375.9421216,1634.368237
M1A45,U3,0.130084568,118.7917026,466.6814422,1008.185843
M1A45,y4,0.080837992,110.6548282,287.1620175,2079.859817
M1A45,i5,0.058225281,103.4669598,408.2951795,1562.065342
M1A45,U6,0.07242936,119.3840265,502.9366046,938.8312413
M1A45,fix2,0.710480747,92.83508965,407.1333823,1602.028237
M1A46,fix1,0.658721254,--undefined--,1228.516659,2413.572799
M1A46,a1,0.050851069,100.1948985,461.9651503,1220.279192
M1A46,E2,0.064084271,131.2012645,580.4240654,1525.714877
M1A46,o3,0.091475515,--undefined--,665.5847388,1264.491043
M1A46,a4,0.049125388,95.09953964,530.7644796,1315.755429
M1A46,E5,0.091606162,161.4409034,562.6675549,1540.734977
M1A46,o6,0.080657971,92.48411687,496.6253405,903.7360929
M1A46,fix2,0.633410678,106.3422265,385.7564281,1415.961805
M1A47,fix1,0.734981956,--undefined--,1355.666669,2537.080826
M1A47,e1,0.069081083,105.0254445,385.7442424,1222.204516
M1A47,u2,0.052590491,109.1632752,306.8879422,1078.690102
M1A47,U3,0.095540181,120.8650352,378.8772807,1107.934326
M1A47,e4,0.054041172,98.56967353,389.7345384,1451.185911
M1A47,u5,0.048570593,99.44073088,387.9604777,1301.750715
M1A47,U6,0.088813241,187.0880014,386.6640004,1120.83703
M1A47,fix2,0.584819416,104.361119,394.3212225,1309.121173
M1A48,fix1,0.769407354,137.4909193,267.1263016,1548.045436
M1A48,y1,0.052462404,121.753927,288.4252706,2101.19662
M1A48,u2,0.061291284,119.3986564,412.2075391,895.1895878
M1A48,U3,0.108923506,125.0300414,505.4307305,908.0121618
M1A48,y4,0.059219294,121.939393,320.2376055,1645.732827
M1A48,u5,0.045055182,115.1370497,387.4464321,897.6563336
M1A48,U6,0.054023671,131.0728784,477.7345016,629.7972203
M1A48,fix2,0.679778941,103.9001736,410.1777639,1377.90478
M1A51,fix1,0.6955696,--undefined--,1300.279414,2555.345776
M1A51,e1,0.062113071,116.6572331,501.4220064,1199.767347
M1A51,u2,0.059533728,114.7526687,393.1124931,951.858105
M1A51,U3,0.111698038,130.8049997,447.2726874,968.1911416
M1A51,e4,0.057714023,115.7382806,557.7788354,1214.611835
M1A51,u5,0.051373349,108.734196,427.3373036,1000.517393
M1A51,U6,0.077864803,129.83387,508.1686474,1035.738761
M1A51,fix2,0.673635932,99.58678722,358.7076526,1365.925208
M1A52,fix1,0.597942581,128.2847336,404.5799302,1482.1103
M1A52,y1,0.074344092,109.4411965,263.8934392,2008.89569
M1A52,I2,0.065938818,136.2483585,358.6005674,1721.716612
M1A52,a3,0.097659984,90.90032416,277.4733902,1135.863659
M1A52,y4,0.11001939,103.8259459,257.2901683,2071.291224
M1A52,I5,0.060237333,159.9443862,356.1886328,1627.958953
M1A52,a6,0.093625066,107.7011866,496.6560927,1255.876631
M1A52,fix2,0.624817423,110.4207973,428.3753892,1391.307448
M1A53,fix1,0.823623829,--undefined--,1290.713383,2806.199135
M1A53,a0,0.040143616,117.8431304,494.4370864,1091.449297
M1A53,a10,0.062143726,109.8014793,504.0354024,1238.130275
M1A53,u20,0.034132226,121.1852994,418.4057444,955.829194
M1A53,U30,0.082138204,113.3793953,457.5142629,992.0143109
M1A53,a00,0.029184562,107.9830126,521.5229963,976.7846008
M1A53,a40,0.03961757,104.2080099,469.5653017,1160.756708
M1A53,u50,0.035538482,105.9198873,448.6758335,989.6189779
M1A53,U60,0.068535573,185.4181694,475.9890055,770.9353933
M1A53,fix2,0.665972593,114.0860882,423.2539244,1381.055695
M1A54,fix1,0.66888911,--undefined--,1250.524872,2193.732406
M1A54,a0,0.032074079,116.7911093,497.2337887,1394.798954
M1A54,e10,0.049813077,108.4666521,419.0625144,1596.80996
M1A54,I20,0.046858328,121.7213684,353.5581229,1352.42215
M1A54,u30,0.075338881,102.6399518,410.5641888,1156.959664
M1A54,a00,0.041337964,120.8236512,533.7142433,1352.512568
M1A54,e40,0.023572664,--undefined--,331.8175192,1562.813579
M1A54,I50,0.066733093,194.9574533,378.2193315,1374.113775
M1A54,u60,0.054632595,110.4543667,420.3950998,1143.124389
M1A54,fix2,0.63268223,110.7341911,344.372955,1362.954162
M1A55,fix1,1.189860358,--undefined--,1069.013181,2856.463258
M1A55,e1,0.088771772,109.6887217,408.8385344,1835.51945
M1A55,i2,0.061200211,105.213119,398.2797314,1384.662861
M1A55,U3,0.131070628,115.6397763,525.7308285,934.3707824
M1A55,e4,0.086970319,105.200172,403.3522593,1817.408907
M1A55,i5,0.052619904,99.20890136,395.7931677,1297.987628
M1A55,U6,0.138531293,187.6723865,208.4648534,768.3847035
M1A55,fix2,0.705682969,113.7545891,816.7673835,2532.987785
M1A56,fix1,0.71400036,130.9696138,378.3564244,1472.215263
M1A56,i1,0.069950366,105.8649349,273.0452295,1812.510412
M1A56,I2,0.052725391,132.9424576,347.9730091,1884.596845
M1A56,a3,0.085122333,--undefined--,496.8829115,1443.623478
M1A56,i4,0.043793201,102.5115783,270.1864679,1596.848356
M1A56,I5,0.071454675,155.2232376,346.6612536,1827.185518
M1A56,a6,0.050991854,101.5980419,461.8239572,1390.328758
M1A56,fix2,0.705675083,101.231866,303.783791,1467.884454
M1A58,fix1,0.606219752,--undefined--,1523.314661,2658.358928
M1A58,y1,0.046361061,106.2058793,259.4035267,2135.350715
M1A58,u2,0.03805809,115.0630701,366.6510208,972.4880815
M1A58,U3,0.07251965,110.2214832,441.8644559,868.998793
M1A58,y4,0.071234211,110.2443577,280.3165765,2121.231844
M1A58,u5,0.035504867,103.7257164,377.788227,1136.172828
M1A58,U6,0.058763715,159.1214539,390.8714097,905.1318982
M1A58,fix2,0.809445638,113.7074757,431.0504962,1389.844036
M1A59,fix1,0.636798006,--undefined--,1321.052432,2550.23256
M1A59,a0,0.030009219,114.8389048,551.4537735,1155.715361
M1A59,e10,0.047450441,112.9130474,400.7517497,1697.32403
M1A59,I20,0.076193304,153.0983058,346.7729071,1627.794988
M1A59,a30,0.086779998,--undefined--,505.6611886,1353.747142
M1A59,a00,0.034831133,107.4624968,460.1378859,1224.547717
M1A59,e40,0.030138806,113.110992,361.2463313,1523.007952
M1A59,I50,0.056430034,127.9358955,368.5754436,1542.095131
M1A59,a60,0.051203447,104.1197104,445.2169919,1220.880991
M1A59,fix2,0.614949373,95.36037852,295.3670413,1454.581108
M1A6,fix1,1.010991617,--undefined--,1313.022588,2354.848141
M1A6,a0,0.058824142,112.4472539,501.5091991,1238.822564
M1A6,i10,0.056233266,111.7873055,358.2089006,1887.25754
M1A6,i20,0.034781785,113.4591355,368.4240199,1556.557557
M1A6,U30,0.122489254,124.7060082,619.1287717,908.4800328
M1A6,a00,0.052713676,110.9797356,449.9675321,1235.137765
M1A6,i40,0.04700293,101.2782594,377.56683,1902.805619
M1A6,i50,0.03686439,102.4681308,428.6029919,1314.066426
M1A6,U60,0.080360036,143.8487916,409.0709319,807.8686976
M1A6,fix2,0.899629313,--undefined--,518.8375905,1606.696862
M1A60,fix1,0.614871548,--undefined--,1531.73122,2574.428027
M1A60,y1,0.05675846,122.7286176,247.8806492,2136.682992
M1A60,u2,0.057082363,117.0746873,371.2168437,903.1005364
M1A60,U3,0.12111455,118.7273656,446.7126284,977.8656133
M1A60,y4,0.047398578,124.5710398,322.3287026,1653.934057
M1A60,u5,0.05332159,108.3388634,433.0379412,878.7955936
M1A60,U6,0.092754935,121.9371188,511.8074466,930.3701173
M1A60,fix2,0.667933515,100.0369966,367.5823655,1426.007187
M1A61,fix1,0.561661157,--undefined--,629.1640449,2014.660861
M1A61,y1,0.073789081,115.9202483,274.6652859,1962.597621
M1A61,I2,0.057623947,142.5413596,350.6709452,1674.487213
M1A61,o3,0.109921862,97.65545094,395.3350652,861.2947727
M1A61,y4,0.076033414,105.6146471,257.531738,2189.469507
M1A61,I5,0.050463088,113.342421,369.9755902,1597.867426
M1A61,o6,0.071529407,97.58761524,530.130675,816.1697292
M1A61,fix2,0.777039239,109.7981262,371.7514179,1451.89464
M1A62,fix1,0.641400556,--undefined--,1340.849318,2368.963914
M1A62,a0,0.0622104,116.6981796,477.839899,809.1558351
M1A62,o10,0.068946494,127.6186685,451.9995257,733.184069
M1A62,u20,0.068915969,134.3499107,393.3135744,841.1070581
M1A62,U30,0.093330167,128.3294622,431.5541203,906.2592792
M1A62,a00,0.056270678,106.6853278,307.3557245,654.031479
M1A62,o40,0.084819906,108.4287551,428.8429227,759.2300045
M1A62,u50,0.050212348,125.9259519,369.6460393,905.5919523
M1A62,U60,0.106911609,121.028479,430.6095864,873.3161118
M1A62,fix2,0.722320032,96.69437295,389.0020937,1207.395564
M1A63,fix1,0.612085548,--undefined--,373.9290525,1479.389037
M1A63,u1,0.035073828,120.2653936,402.3187409,813.7449932
M1A63,i2,0.048838312,120.8309563,359.7074548,1619.142326
M1A63,U3,0.07913029,111.5791901,439.9993938,1139.526788
M1A63,u4,0.036961618,108.2968609,389.9943879,899.4829557
M1A63,i5,0.053873398,106.3988634,386.8142274,1941.819241
M1A63,U6,0.088158844,123.5158307,406.3912225,1157.290662
M1A63,fix2,0.648306908,--undefined--,460.1830007,1696.544316
M1A65,fix1,0.653915741,--undefined--,1361.489681,2606.993142
M1A65,a0,0.044496605,110.0147524,437.1564849,771.1279618
M1A65,o10,0.067784035,112.099895,398.4359643,753.433669
M1A65,U20,0.064272238,116.0521522,412.4866375,902.1201957
M1A65,o30,0.075704575,--undefined--,431.3763846,712.1870778
M1A65,a00,0.051786771,104.8253328,190.1214401,719.3883901
M1A65,o40,0.066411835,102.7502396,415.2612804,725.6564338
M1A65,U50,0.066868028,190.8475128,396.0144068,758.0360056
M1A65,o60,0.100215145,99.77340194,521.9365819,853.7724526
M1A65,fix2,0.663645069,117.9111131,387.7978984,1411.793182
M1A66,fix1,0.585616733,--undefined--,530.7000341,1921.044505
M1A66,a1,0.028466095,112.3813892,464.8990964,1253.119761
M1A66,u2,0.0464968,111.8452489,506.8817549,1336.917057
M1A66,U3,0.067835825,--undefined--,471.3652486,908.058299
M1A66,a4,0.044479824,110.051204,473.8962692,1185.536159
M1A66,u5,0.04554592,107.9685643,448.2202566,1844.084238
M1A66,U6,0.119915722,121.0820868,426.0708914,1100.940859
M1A66,fix2,0.609903743,101.8521637,395.299238,1406.464823
M1A67,fix1,0.614281747,132.8266597,350.6787929,1794.512588
M1A67,a1,0.0493089,107.0912873,469.4809584,1097.946026
M1A67,U2,0.039685119,170.1265606,573.3974701,1407.060955
M1A67,o3,0.088174001,86.45672801,564.6946036,905.2063181
M1A67,a4,0.056701381,103.211951,471.5733052,1043.218838
M1A67,U5,0.06277009,124.7051218,529.9737336,1436.713842
M1A67,o6,0.100326506,92.43675859,466.1994645,945.4479844
M1A67,fix2,0.623017164,92.30583913,302.057194,1560.890397
M1A68,fix1,0.636113786,--undefined--,1727.746403,1838.008727
M1A68,y1,0.047428177,112.1321795,283.9917526,2100.197685
M1A68,U2,0.055496047,158.3663041,423.1939105,1157.613375
M1A68,a3,0.09057957,92.79732217,413.8965659,1317.630668
M1A68,y4,0.046352267,106.230032,287.2850399,2049.673222
M1A68,U5,0.05113167,159.8027313,554.0026817,1456.462729
M1A68,a6,0.05635308,109.2860243,488.9014159,1396.442238
